date,temp,ws,wd,pm10
5/25/2013 0:00,25,3.7,250.2,29
5/26/2013 0:00,24.4,4,256.5,26
5/27/2013 0:00,23.4,3.6,258.9,22
5/28/2013 0:00,23.7,5.2,251.4,44
5/29/2013 0:00,23.4,6.1,267.3,48
5/30/2013 0:00,24.3,5.1,271.4,35
5/31/2013 0:00,26,4.6,267.8,42
6/1/2013 0:00,28.1,3.6,95.4,42
6/2/2013 0:00,27.8,4.9,126.8,312
6/3/2013 0:00,26.5,3.8,306,102
6/4/2013 0:00,26.9,3.9,246.7,53
6/5/2013 0:00,27.2,4.2,265.7,23
6/6/2013 0:00,26,2.9,129.2,119
6/7/2013 0:00,24.7,3.1,58,101
6/8/2013 0:00,27.6,5.2,295.8,197
6/9/2013 0:00,30.8,2.6,254.3,37
6/10/2013 0:00,30.7,1.9,268,28
6/11/2013 0:00,31.1,2.7,292.2,29
6/12/2013 0:00,31.5,2.2,106.6,44
6/13/2013 0:00,30.5,3.2,92.6,124
6/14/2013 0:00,27.8,2.2,80,88
6/15/2013 0:00,28.9,3.5,269.8,112
6/16/2013 0:00,30,2.4,342.3,34
6/17/2013 0:00,29.4,2.8,249,24
6/18/2013 0:00,28.1,3.2,230.8,36
6/19/2013 0:00,29,4.2,241.4,65
6/20/2013 0:00,29.2,3.3,240.3,57
6/21/2013 0:00,29,3.6,283.4,63
6/22/2013 0:00,28.1,4.1,248.4,48
6/23/2013 0:00,27.8,4.4,252.4,45
6/24/2013 0:00,28.2,4.3,262.8,45
6/25/2013 0:00,28.1,5,259.4,31
6/26/2013 0:00,28.8,4.6,273.2,32
6/27/2013 0:00,30.5,3.7,234.8,32
6/28/2013 0:00,30.2,3.6,101.8,48
6/29/2013 0:00,31.5,2.3,105.8,97
6/30/2013 0:00,30.8,3.3,76.9,135
7/1/2013 0:00,24.2,5.3,88.5,73
7/2/2013 0:00,24,2.8,82,72
7/3/2013 0:00,24.9,2.5,53.1,42
7/4/2013 0:00,27.1,4,289.3,178
7/5/2013 0:00,27.6,3,257.4,36
7/6/2013 0:00,29.2,2.3,263,46
7/7/2013 0:00,30.2,3,60.2,37
7/8/2013 0:00,29,4.7,32.9,22
7/9/2013 0:00,30.1,3.5,89.8,17
7/10/2013 0:00,28.7,2.3,162.7,18
7/11/2013 0:00,26.9,3.3,197.6,26
7/12/2013 0:00,25.9,2.6,242.7,24
7/13/2013 0:00,27.7,2.1,218.1,9
7/14/2013 0:00,29.2,3.3,288.1,80
7/15/2013 0:00,23.6,5.6,65.7,17
7/16/2013 0:00,21.7,2.4,68.1,6
7/17/2013 0:00,22.1,4.9,81.4,12
7/18/2013 0:00,19.5,4.4,75,3
7/19/2013 0:00,22.9,3.4,106.4,10
7/20/2013 0:00,24.4,2.7,98.7,11
7/21/2013 0:00,24.1,2.9,224.7,9
7/22/2013 0:00,25.2,4.2,261.9,23
7/23/2013 0:00,25.2,3.8,248.6,40
7/24/2013 0:00,24.4,2.8,220.5,10
